,date,volume.x,low_price,high_price,volume.y,earning_yield,operating_earning_yield,ps_ratio,dividend_yield,ev_revenues,price_to_book_value,ev_ebit,pe_ratio,peg_ratio
3105,03/20/2017,4.656M,63.44,64.06,4.656M,-1.18%,,4.676,4.76%,5.411,2.264,NA,NA,NA
3048,03/17/2017,7.553M,63.82,64.34,7.553M,-1.17%,,4.708,4.73%,5.442,2.28,NA,NA,NA
3033,03/16/2017,5.789M,63.72,65.07,5.789M,-1.18%,,4.688,4.75%,5.422,2.27,NA,NA,NA
3018,03/15/2017,7.500M,63.69,65.21,7.500M,-1.15%,,4.779,4.66%,5.514,2.314,NA,NA,NA
3004,03/14/2017,5.747M,61.8,63.25,5.747M,-1.19%,,4.63,4.81%,5.365,2.242,NA,NA,NA
2990,03/13/2017,6.012M,62.5,63.29,6.012M,-1.19%,,4.619,4.82%,5.352,2.236,NA,NA,NA
2948,03/10/2017,6.070M,62.19,63.05,6.070M,-1.2%,,4.598,4.84%,5.331,2.226,NA,NA,NA
3358,03/09/2017,8.183M,61.01,62.59,8.183M,-1.2%,,4.591,4.85%,5.324,2.222,NA,NA,NA
3343,03/08/2017,7.226M,62.01,63.96,7.226M,-1.21%,,4.559,4.88%,5.291,2.206,NA,NA,NA
3329,03/07/2017,5.391M,64.5,64.97,5.391M,-1.16%,,4.752,4.67%,5.485,2.3,NA,NA,NA
3315,03/06/2017,5.101M,64.49,65.04,5.101M,-1.16%,,4.755,4.67%,5.488,2.301,NA,NA,NA
3243,03/03/2017,5.090M,64.64,65.48,5.090M,-1.16%,,4.764,4.66%,5.497,2.306,NA,NA,NA
3091,03/02/2017,5.647M,65.37,66.14,5.647M,-1.14%,,4.811,4.61%,5.544,2.329,NA,NA,NA
2933,03/01/2017,5.277M,65.95,66.79,5.277M,-1.13%,,4.866,4.56%,5.598,2.355,NA,NA,NA
1560,02/28/2017,5.309M,65.04,65.68,5.309M,-1.14%,,4.815,4.61%,5.548,2.33,NA,NA,NA
1547,02/27/2017,5.016M,64.66,65.7,5.016M,-1.15%,,4.809,4.61%,5.542,2.328,NA,NA,NA
1504,02/24/2017,5.287M,64.19,65.13,5.287M,-1.16%,,4.766,4.65%,5.499,2.307,NA,NA,NA
1489,02/23/2017,6.441M,65.08,66.61,6.441M,-1.15%,,4.793,4.63%,5.526,2.32,NA,NA,NA
1474,02/22/2017,5.178M,65.88,66.96,5.178M,-1.14%,,4.841,4.58%,5.574,2.343,NA,NA,NA
1460,02/21/2017,4.796M,66.59,67.25,4.796M,-1.12%,,4.92,4.51%,5.653,2.381,NA,NA,NA
1400,02/17/2017,5.259M,65.39,66.28,5.259M,-1.13%,,4.868,4.56%,5.601,2.356,NA,NA,NA
1387,02/16/2017,4.905M,66.36,67.38,4.905M,-1.13%,,4.88,4.55%,5.613,2.362,NA,NA,NA
1376,02/15/2017,4.674M,66.75,67.66,4.674M,-1.12%,,4.937,4.49%,5.67,2.39,NA,NA,NA
1365,02/14/2017,8.697M,65.71,67.75,8.697M,-1.12%,,4.933,4.5%,5.666,2.388,NA,NA,NA
1352,02/13/2017,6.124M,66.88,67.71,6.124M,-1.11%,,4.95,4.48%,5.683,2.396,NA,NA,NA
1309,02/10/2017,7.395M,68.16,69.9,7.395M,-1.1%,,5.029,4.41%,5.762,2.434,NA,NA,NA
1664,02/09/2017,6.779M,66.16,68.33,6.779M,-1.1%,,5.009,4.43%,5.742,2.424,NA,NA,NA
1649,02/08/2017,5.677M,65.62,67.2,5.677M,-1.12%,,4.904,4.52%,5.637,2.374,NA,NA,NA
1635,02/07/2017,4.857M,66.35,67.95,4.857M,-1.12%,,4.908,4.52%,5.641,2.376,NA,NA,NA
1622,02/06/2017,3.799M,67.98,69.28,3.799M,-1.1%,,5.009,4.43%,5.742,2.424,NA,NA,NA
1579,02/03/2017,4.069M,68.11,69.84,4.069M,-1.08%,,5.082,4.37%,5.814,2.46,NA,NA,NA
1439,02/02/2017,4.890M,67.26,69.1,4.890M,-1.09%,,5.032,4.41%,5.765,2.435,NA,NA,NA
1293,02/01/2017,3.976M,67.02,68.1,3.976M,-1.11%,,4.966,4.47%,5.699,2.404,NA,NA,NA
1980,01/31/2017,5.799M,83.27,85.11,5.799M,8.71%,11.66%,3.151,3.05%,3.289,1.548,8.95,11.48,0.3943
1966,01/30/2017,9.218M,77.29,81.32,9.218M,0.98%,14.64%,2.847,3.6%,2.947,1.763,7.067,102.52,NA
1911,01/27/2017,6.212M,62.25,65.84,6.212M,-15.97%,,3.867,4.63%,4.259,2.011,NA,NA,NA
1896,01/26/2017,5.581M,62.11,63.58,5.581M,-16.2%,,3.811,4.7%,4.203,1.982,NA,NA,NA
1881,01/25/2017,5.623M,61.7,64.27,5.623M,-16.58%,,3.724,4.81%,4.116,1.937,NA,NA,NA
1866,01/24/2017,4.756M,84.02,85.21,4.756M,8.67%,11.61%,3.166,3.03%,3.309,1.558,9.005,11.53,0.3963
1852,01/23/2017,4.870M,78.13,79.85,4.870M,0.99%,14.86%,2.806,3.65%,2.906,1.737,6.97,101.05,NA
1814,01/20/2017,9.785M,58.22,60.85,9.785M,-17.18%,,3.593,4.98%,3.986,1.869,NA,NA,NA
1791,01/19/2017,7.852M,60.32,63.62,7.852M,-16.67%,,3.704,4.83%,4.096,1.927,NA,NA,NA
1779,01/18/2017,4.785M,78.28,79.21,4.785M,7.16%,9.78%,3.18,2.73%,3.462,1.595,11.13,13.97,NA
1768,01/17/2017,3.949M,86.86,88.21,3.949M,8.43%,11.28%,3.259,2.95%,3.4,1.604,9.254,11.87,0.4079
1722,01/13/2017,7.836M,60,62.77,7.836M,-16.96%,,3.64,4.92%,4.033,1.894,NA,NA,NA
1707,01/12/2017,7.997M,58.8,61.85,7.997M,-16.8%,,3.675,4.87%,4.067,1.911,NA,NA,NA
1692,01/11/2017,9.126M,59.95,63.39,9.126M,-16.73%,,3.69,4.85%,4.082,1.919,NA,NA,NA
1677,01/10/2017,3.412M,89.6,91.2,3.412M,8.13%,10.88%,3.377,2.84%,3.517,1.662,9.571,12.3,0.4226
2066,01/09/2017,5.204M,76.04,78.17,5.204M,1.01%,15.11%,2.76,3.72%,2.86,1.708,6.86,99.37,NA
2025,01/06/2017,6.740M,64.73,67.08,6.740M,-15.65%,,3.944,4.54%,4.336,2.052,NA,NA,NA
2010,01/05/2017,4.468M,66.75,68.68,4.468M,-14.95%,,4.13,4.34%,4.521,2.148,NA,NA,NA
1995,01/04/2017,4.778M,66.34,67.85,4.778M,-15.2%,,4.063,4.41%,4.454,2.113,NA,NA,NA
1952,01/03/2017,2.848M,89.09,90.41,2.848M,8.16%,10.92%,3.365,2.85%,3.506,1.656,9.539,12.26,0.4211
1179,12/30/2016,2.642M,71.02,71.85,2.642M,-10.07%,,5.222,4.24%,5.721,2.441,NA,NA,NA
1150,12/29/2016,1.940M,71.2,71.95,1.940M,-10.01%,,5.249,4.22%,5.748,2.454,NA,NA,NA
1135,12/28/2016,2.373M,71.63,72.53,2.373M,-9.98%,,5.269,4.2%,5.768,2.463,NA,NA,NA
1120,12/27/2016,2.200M,71.81,72.54,2.200M,-9.91%,,5.304,4.17%,5.803,2.48,NA,NA,NA
1085,12/23/2016,2.344M,71.6,72.51,2.344M,-9.94%,,5.287,4.19%,5.786,2.472,NA,NA,NA
1070,12/22/2016,3.701M,71.73,72.62,3.701M,-9.91%,,5.305,4.17%,5.804,2.48,NA,NA,NA
1055,12/21/2016,2.451M,72.04,72.71,2.451M,-9.94%,,5.29,4.19%,5.789,2.473,NA,NA,NA
1040,12/20/2016,2.953M,71.99,72.87,2.953M,-9.91%,,5.306,4.17%,5.806,2.481,NA,NA,NA
1012,12/19/2016,3.491M,72.22,73.26,3.491M,-9.89%,,5.313,4.17%,5.812,2.484,NA,NA,NA
971,12/16/2016,9.264M,71.69,73.51,9.264M,-9.76%,,5.384,4.11%,5.883,2.517,NA,NA,NA
956,12/15/2016,4.855M,69.8,71.64,4.855M,-10.06%,,5.227,4.24%,5.726,2.444,NA,NA,NA
941,12/14/2016,3.741M,70.81,72.3,3.741M,-10.1%,,5.202,4.26%,5.701,2.432,NA,NA,NA
926,12/13/2016,4.356M,71.45,72.89,4.356M,-9.91%,,5.304,4.17%,5.803,2.48,NA,NA,NA
912,12/12/2016,5.439M,71.28,72.47,5.439M,-10.04%,,5.234,4.23%,5.733,2.447,NA,NA,NA
1279,12/09/2016,4.563M,69.31,70.79,4.563M,-10.16%,,5.174,4.28%,5.674,2.419,NA,NA,NA
1264,12/08/2016,6.258M,68.12,69.37,6.258M,-10.34%,,5.082,4.36%,5.581,2.376,NA,NA,NA
1249,12/07/2016,8.381M,67.81,69.75,8.381M,-10.45%,,5.032,4.4%,5.531,2.353,NA,NA,NA
1234,12/06/2016,4.643M,70.1,71.26,4.643M,-10.18%,,5.162,4.28%,5.661,2.413,NA,NA,NA
1220,12/05/2016,4.933M,70.94,72.13,4.933M,-10.1%,,5.204,4.24%,5.703,2.433,NA,NA,NA
1027,12/02/2016,4.153M,70.66,71.54,4.153M,-10.12%,,5.194,4.25%,5.693,2.428,NA,NA,NA
870,12/01/2016,5.691M,71.1,72.96,5.691M,-10.06%,,5.225,4.22%,5.724,2.443,NA,NA,NA
4102,11/30/2016,5.466M,74.78,76.37,5.466M,-10.34%,7.13%,3.59,3.89%,3.927,1.931,15.34,NA,NA
4072,11/29/2016,2.252M,90.67,92.04,2.252M,6.26%,8.44%,3.561,2.7%,3.754,1.716,12.48,15.98,NA
4058,11/28/2016,9.137M,75.31,79.05,9.137M,9.36%,11.44%,3.248,3.66%,3.524,1.365,9.482,10.69,0.4172
4025,11/25/2016,2.949M,74.72,76.01,2.949M,-10.36%,7.15%,3.58,3.9%,3.917,1.926,15.3,NA,NA
4002,11/23/2016,2.492M,73.57,74.68,2.492M,-10.54%,7.27%,3.519,3.97%,3.856,1.893,15.07,NA,NA
3989,11/22/2016,3.016M,93.97,95.37,3.016M,5.98%,8.07%,3.726,2.58%,3.919,1.796,13.03,16.72,NA
3978,11/21/2016,6.777M,83.39,84.72,6.777M,8.52%,10.42%,3.566,3.33%,3.837,1.499,10.32,11.74,0.4582
3922,11/18/2016,3.602M,74.28,75.87,3.602M,-10.31%,7.11%,3.598,3.88%,3.935,1.936,15.37,NA,NA
3907,11/17/2016,3.349M,73.95,75.13,3.349M,-10.52%,7.26%,3.526,3.96%,3.863,1.897,15.09,NA,NA
3892,11/16/2016,4.423M,72.98,74.99,4.423M,-10.42%,7.19%,3.56,3.92%,3.897,1.915,15.23,NA,NA
3877,11/15/2016,3.344M,92.85,93.78,3.344M,6.09%,8.22%,3.658,2.63%,3.85,1.762,12.81,16.41,NA
3863,11/14/2016,5.466M,82.74,83.95,5.466M,8.61%,10.53%,3.528,3.37%,3.8,1.483,10.22,11.61,0.4533
3822,11/11/2016,5.102M,75.46,77.34,5.102M,-10.33%,7.13%,3.591,3.89%,3.928,1.932,15.35,NA,NA
3807,11/10/2016,4.064M,74.69,76.71,4.064M,-10.25%,7.07%,3.622,3.86%,3.958,1.948,15.46,NA,NA
4187,11/09/2016,4.096M,74.57,75.61,4.096M,-10.39%,7.17%,3.572,3.91%,3.909,1.922,15.27,NA,NA
4172,11/08/2016,4.795M,91.66,92.54,4.795M,6.17%,8.32%,3.612,2.66%,3.805,1.741,12.66,16.21,NA
4158,11/07/2016,5.436M,82.73,84.85,5.436M,8.48%,10.37%,3.584,3.32%,3.855,1.506,10.37,11.8,0.4605
4117,11/04/2016,4.415M,75.08,76.47,4.415M,-10.31%,7.11%,3.598,3.88%,3.935,1.936,15.37,NA,NA
4087,11/03/2016,5.243M,75.83,77.33,5.243M,-10.2%,7.04%,3.638,3.84%,3.974,1.957,15.53,NA,NA
3950,11/02/2016,4.635M,73.85,76.15,4.635M,-10.34%,7.13%,3.589,3.89%,3.926,1.931,15.34,NA,NA
3792,11/01/2016,3.102M,90.73,92.35,3.102M,6.21%,8.38%,3.587,2.68%,3.78,1.728,12.57,16.1,NA
4541,10/31/2016,5.321M,87.21,88.94,5.321M,8.05%,9.85%,3.773,3.15%,4.04,1.585,10.87,12.42,0.4847
4488,10/28/2016,7.533M,70.25,74.48,7.533M,-10.59%,7.3%,3.505,3.98%,3.842,1.886,15.01,NA,NA
4473,10/27/2016,4.485M,69.57,70.76,4.485M,-11.13%,7.68%,3.334,4.19%,3.672,1.794,14.35,NA,NA
4458,10/26/2016,3.858M,71.62,73.57,3.858M,-10.9%,7.52%,3.403,4.1%,3.741,1.831,14.62,NA,NA
4443,10/25/2016,2.287M,92.17,93.12,2.287M,6.13%,8.28%,3.633,2.65%,3.826,1.751,12.72,16.3,NA
4429,10/24/2016,4.714M,85.72,87.29,4.714M,8.34%,10.2%,3.644,3.26%,3.914,1.532,10.53,11.99,0.4682
4388,10/21/2016,3.652M,71.91,72.95,3.652M,-10.85%,7.49%,3.42,4.08%,3.758,1.84,14.68,NA,NA
4373,10/20/2016,4.465M,72.04,73.25,4.465M,-10.76%,7.43%,3.447,4.05%,3.784,1.854,14.78,NA,NA
4344,10/19/2016,4.920M,72.14,73.5,4.920M,-10.75%,7.41%,3.453,4.05%,3.791,1.858,14.81,NA,NA
4329,10/18/2016,6.848M,92.29,94.68,6.848M,6.05%,8.16%,3.686,2.61%,3.879,1.776,12.9,16.54,NA
4315,10/17/2016,8.834M,83.78,86.9,8.834M,8.45%,10.33%,3.597,3.3%,3.868,1.512,10.41,11.84,0.4622
4274,10/14/2016,4.264M,72.27,74.14,4.264M,-10.57%,7.29%,3.509,3.98%,3.847,1.888,15.03,NA,NA
4259,10/13/2016,3.055M,72.02,73.55,3.055M,-10.75%,7.41%,3.453,4.05%,3.791,1.858,14.81,NA,NA
4244,10/12/2016,3.293M,72.52,73.87,3.293M,-10.7%,7.38%,3.469,4.03%,3.806,1.866,14.87,NA,NA
4229,10/11/2016,2.699M,90.4,91.91,2.699M,6.22%,8.4%,3.581,2.69%,3.774,1.726,12.55,16.07,NA
4215,10/10/2016,6.016M,86.92,89.35,6.016M,8.15%,9.97%,3.728,3.19%,3.996,1.566,10.75,12.27,0.4789
4600,10/07/2016,7.653M,71.08,73.56,7.653M,-10.87%,7.5%,3.414,4.09%,3.752,1.837,14.66,NA,NA
4585,10/06/2016,6.591M,70.01,72.68,6.591M,-10.91%,7.53%,3.4,4.11%,3.738,1.829,14.6,NA,NA
4570,10/05/2016,4.628M,69.39,71.27,4.628M,-11.06%,7.63%,3.355,4.16%,3.693,1.805,14.43,NA,NA
4555,10/04/2016,2.543M,90.3,91.73,2.543M,6.23%,8.4%,3.578,2.69%,3.771,1.724,12.54,16.06,NA
4514,10/03/2016,5.200M,90.79,92.36,5.200M,7.78%,9.51%,3.907,3.04%,4.172,1.642,11.23,12.86,0.5019
770,08/31/2016,3.377M,76.49,77.58,3.377M,-13.36%,,5.368,3.9%,5.791,2.541,NA,NA,-0.0286
4986,08/31/2016,2.612M,39.9,40.77,2.612M,10.86%,16.06%,2.596,1.45%,2.786,2.539,6.83,9.21,0.1132
755,08/30/2016,2.310M,77.59,78.48,2.310M,-13.19%,,5.438,3.85%,5.86,2.574,NA,NA,-0.029
4971,08/30/2016,4.580M,69.11,70.12,4.580M,-4.08%,10.1%,3.01,4.18%,3.291,1.597,10.83,NA,NA
726,08/29/2016,3.335M,76.6,78.02,3.335M,-13.18%,,5.445,3.85%,5.868,2.578,NA,NA,-0.029
4942,08/29/2016,4.197M,68.61,69.67,4.197M,6.69%,10.86%,3.093,1.87%,3.139,2.012,9.298,14.95,NA
685,08/26/2016,3.517M,76.85,77.94,3.517M,-13.31%,,5.391,3.89%,5.814,2.552,NA,NA,-0.0287
4901,08/26/2016,7.915M,74.8,77.76,7.915M,9.41%,14.87%,2.8,2.34%,2.863,1.74,6.79,10.63,0.2405
670,08/25/2016,3.228M,77,77.7,3.228M,-13.28%,,5.404,3.88%,5.827,2.558,NA,NA,-0.0288
4886,08/25/2016,8.510M,68.72,74.03,8.510M,9.59%,15.15%,2.748,2.38%,2.811,1.707,6.667,10.43,0.236
655,08/24/2016,5.358M,76.57,77.94,5.358M,-13.21%,,5.429,3.86%,5.852,2.57,NA,NA,-0.0289
4871,08/24/2016,7.161M,72.91,75.59,7.161M,11.15%,19.2%,2.61,1.53%,2.466,2.428,5.228,8.968,0.18
640,08/23/2016,2.433M,76.37,77.07,2.433M,-13.36%,,5.371,3.9%,5.794,2.543,NA,NA,-0.0286
4856,08/23/2016,5.791M,60.73,61.78,5.791M,9.1%,13.59%,2.992,1.49%,2.966,2.404,6.473,10.99,NA
626,08/22/2016,2.522M,75.67,76.53,2.522M,-13.45%,,5.334,3.93%,5.757,2.525,NA,NA,-0.0284
4842,08/22/2016,8.762M,73.32,78.79,8.762M,11.25%,19.37%,2.586,1.54%,2.443,2.405,5.18,8.885,0.1783
571,08/19/2016,2.992M,76.34,77.15,2.992M,-13.42%,,5.347,3.92%,5.77,2.531,NA,NA,-0.0285
4787,08/19/2016,3.298M,73.25,74.67,3.298M,6.58%,11.62%,3.494,1.83%,3.455,1.969,8.421,15.21,2.423
556,08/18/2016,4.391M,76.73,77.51,4.391M,-13.26%,,5.412,3.87%,5.835,2.562,NA,NA,-0.0288
4772,08/18/2016,6.592M,61.54,63.18,6.592M,9.02%,13.46%,3.02,1.48%,2.994,2.427,6.533,11.09,NA
541,08/17/2016,3.983M,75.45,76.62,3.983M,-13.41%,,5.352,3.92%,5.775,2.533,NA,NA,-0.0285
4757,08/17/2016,8.543M,42.39,44.23,8.543M,13.54%,21.34%,2.138,1.73%,2.238,2.07,4.797,7.386,0.2054
526,08/16/2016,4.289M,74.5,76.26,4.289M,-13.51%,,5.31,3.95%,5.733,2.514,NA,NA,-0.0283
4742,08/16/2016,1.188M,16.68,16.81,1.188M,11.13%,22.06%,1.48,3.07%,1.978,1.818,6.707,8.983,0.0431
512,08/15/2016,4.852M,74.72,75.23,4.852M,-13.68%,,5.243,4%,5.666,2.482,NA,NA,-0.0279
4728,08/15/2016,1.193M,25.59,25.9,1.193M,9.34%,17.47%,2.033,2.1%,2.425,2.249,6.657,10.71,0.3631
471,08/12/2016,2.151M,73.85,74.6,2.151M,-13.79%,,5.201,4.03%,5.624,2.462,NA,NA,-0.0277
4687,08/12/2016,6.836M,43.97,44.6,6.836M,13.53%,21.32%,2.14,1.73%,2.24,2.072,4.802,7.394,0.2056
456,08/11/2016,2.729M,73.31,74.58,2.729M,-13.83%,,5.187,4.04%,5.61,2.455,NA,NA,-0.0276
4672,08/11/2016,2.171M,40.53,41.5,2.171M,10.73%,15.87%,2.627,1.48%,2.816,2.569,6.904,9.319,0.1145
441,08/10/2016,2.660M,73.13,74.32,2.660M,-14.02%,,5.118,4.09%,5.541,2.423,NA,NA,-0.0273
4657,08/10/2016,604000,10.85,11.3,604000,16.41%,46.32%,0.7455,4.45%,1.526,1.974,5.395,6.093,NA
855,08/09/2016,3.353M,73.32,74.77,3.353M,-13.94%,,5.147,4.07%,5.57,2.436,NA,NA,-0.0274
841,08/08/2016,3.378M,73.85,74.69,3.378M,-13.81%,,5.194,4.03%,5.617,2.459,NA,NA,-0.0277
800,08/05/2016,3.843M,73.06,74.2,3.843M,-13.94%,,5.147,4.07%,5.57,2.436,NA,NA,-0.0274
5016,08/05/2016,4.387M,79.38,81.79,4.387M,8.87%,14.02%,2.97,2.2%,3.032,1.845,7.193,11.27,0.2551
785,08/04/2016,3.746M,73.92,74.85,3.746M,-13.83%,,5.187,4.04%,5.61,2.455,NA,NA,-0.0276
5001,08/04/2016,3.840M,72.84,74.44,3.840M,6.7%,11.83%,3.431,1.87%,3.393,1.934,8.269,14.94,2.379
741,08/03/2016,4.697M,72.33,74.41,4.697M,-13.81%,,5.196,4.03%,5.619,2.46,NA,NA,-0.0277
4957,08/03/2016,4.001M,89.01,89.83,4.001M,6.35%,8.57%,3.508,2.74%,3.7,1.69,12.31,15.74,NA
584,08/02/2016,5.564M,72.11,74.08,5.564M,-14.05%,,5.108,4.1%,5.531,2.418,NA,NA,-0.0272
4800,08/02/2016,3.382M,73.12,74.44,3.382M,6.63%,11.71%,3.466,1.92%,3.428,1.954,8.354,15.09,2.404
426,08/01/2016,4.131M,73.3,74.49,4.131M,-13.96%,,5.141,4.08%,5.563,2.434,NA,NA,-0.0274
4642,08/01/2016,711800,9.053,9.532,711800,-7.16%,9.04%,0.942,5.26%,1.936,1.95,30.57,NA,NA
2382,07/29/2016,3.211M,73.25,74.89,3.211M,-13.74%,,5.22,4.01%,5.643,2.471,NA,NA,-0.0278
2367,07/28/2016,3.570M,73.43,74.32,3.570M,-13.9%,,5.163,4.06%,5.586,2.444,NA,NA,-0.0275
2352,07/27/2016,2.975M,73.82,74.85,2.975M,-13.85%,,5.18,4.05%,5.603,2.452,NA,NA,-0.0276
2337,07/26/2016,2.734M,73.97,74.89,2.734M,-13.75%,,5.218,4.02%,5.64,2.47,NA,NA,-0.0278
2323,07/25/2016,4.182M,74.1,75.26,4.182M,-13.78%,,5.205,4.03%,5.628,2.464,NA,NA,-0.0277
2282,07/22/2016,2.411M,75.13,76.01,2.411M,-13.62%,,5.266,3.98%,5.689,2.493,NA,NA,-0.0281
2267,07/21/2016,2.027M,75.59,76.51,2.027M,-13.56%,,5.29,3.96%,5.713,2.504,NA,NA,-0.0282
2252,07/20/2016,1.826M,75.87,76.87,1.826M,-13.45%,,5.333,3.93%,5.756,2.525,NA,NA,-0.0284
2223,07/19/2016,2.263M,76.13,76.88,2.263M,-13.45%,,5.335,3.93%,5.758,2.526,NA,NA,-0.0284
2209,07/18/2016,2.779M,76.53,77.13,2.779M,-13.38%,,5.363,3.91%,5.786,2.539,NA,NA,-0.0286
2168,07/15/2016,3.886M,76.89,77.57,3.886M,-13.28%,,5.401,3.88%,5.824,2.557,NA,NA,-0.0288
2153,07/14/2016,4.158M,76.92,77.66,4.158M,-13.3%,,5.394,3.89%,5.816,2.553,NA,NA,-0.0287
2138,07/13/2016,3.659M,76.22,77.58,3.659M,-13.37%,,5.367,3.9%,5.79,2.541,NA,NA,-0.0286
2123,07/12/2016,4.348M,76.66,77.5,4.348M,-13.27%,,5.405,3.88%,5.828,2.558,NA,NA,-0.0288
2109,07/11/2016,3.204M,75.93,76.82,3.204M,-13.48%,,5.323,3.94%,5.746,2.52,NA,NA,-0.0284
2476,07/08/2016,3.804M,75.36,76.5,3.804M,-13.49%,,5.318,3.94%,5.741,2.518,NA,NA,-0.0283
2461,07/07/2016,4.564M,75,75.99,4.564M,-13.61%,,5.271,3.98%,5.694,2.495,NA,NA,-0.0281
2446,07/06/2016,3.358M,74.68,75.56,3.358M,-13.61%,,5.271,3.98%,5.694,2.495,NA,NA,-0.0281
2431,07/05/2016,3.599M,74.53,75.72,3.599M,-13.65%,,5.254,3.99%,5.677,2.487,NA,NA,-0.028
2082,07/01/2016,3.945M,75.14,76.24,3.945M,-13.57%,,5.286,3.96%,5.709,2.502,NA,NA,-0.0282
2832,06/30/2016,3.779M,74.84,75.66,3.779M,-13.59%,,5.278,3.97%,5.701,2.499,NA,NA,-0.0281
2803,06/29/2016,4.331M,73.88,75.34,4.331M,-13.13%,,4.828,4%,5.199,2.411,NA,NA,-0.0111
2788,06/28/2016,4.449M,73.17,74.31,4.449M,-13.33%,,4.756,4.06%,5.127,2.375,NA,NA,-0.0109
2774,06/27/2016,5.256M,72.5,74.74,5.256M,-13.48%,,4.702,4.1%,5.072,2.348,NA,NA,-0.0108
2733,06/24/2016,5.600M,74.84,76.45,5.600M,-13.1%,,4.84,3.99%,5.21,2.416,NA,NA,-0.0111
2718,06/23/2016,4.104M,77.29,78.31,4.104M,-12.59%,,5.035,3.83%,5.406,2.514,NA,NA,-0.0115
2703,06/22/2016,3.565M,76.76,77.68,3.565M,-12.79%,,4.957,3.89%,5.328,2.475,NA,NA,-0.0114
2688,06/21/2016,3.164M,75.81,77.28,3.164M,-12.78%,,4.961,3.89%,5.332,2.477,NA,NA,-0.0114
2674,06/20/2016,3.698M,75.7,76.66,3.698M,-12.96%,,4.893,3.94%,5.264,2.443,NA,NA,-0.0112
2618,06/17/2016,4.063M,74.46,75.05,4.063M,-13.16%,,4.819,4%,5.19,2.406,NA,NA,-0.011
2603,06/16/2016,3.378M,73.82,74.63,3.378M,-13.24%,,4.787,4.03%,5.158,2.39,NA,NA,-0.011
2588,06/15/2016,3.105M,74.59,75.34,3.105M,-13.17%,,4.813,4.01%,5.183,2.403,NA,NA,-0.011
2573,06/14/2016,3.880M,74.8,75.26,3.880M,-13.13%,,4.83,3.99%,5.201,2.412,NA,NA,-0.0111
2559,06/13/2016,5.075M,74.63,75.69,5.075M,-13.1%,,4.838,3.99%,5.209,2.416,NA,NA,-0.0111
2519,06/10/2016,4.066M,74.8,75.46,4.066M,-13.07%,,4.851,3.98%,5.222,2.422,NA,NA,-0.0111
2918,06/09/2016,3.847M,74.52,75.66,3.847M,-13.04%,,4.861,3.97%,5.232,2.427,NA,NA,-0.0111
2903,06/08/2016,4.143M,75.31,76.97,4.143M,-13.07%,,4.851,3.98%,5.221,2.422,NA,NA,-0.0111
2888,06/07/2016,4.532M,75.57,77.17,4.532M,-12.83%,,4.943,3.9%,5.313,2.468,NA,NA,-0.0113
2874,06/06/2016,3.296M,75.22,76.18,3.296M,-13.08%,,4.849,3.98%,5.219,2.421,NA,NA,-0.0111
2818,06/03/2016,2.562M,74.37,75.72,2.562M,-13.18%,,4.812,4.01%,5.182,2.402,NA,NA,-0.011
2660,06/02/2016,2.245M,74.36,75.25,2.245M,-13.11%,,4.836,3.99%,5.206,2.415,NA,NA,-0.0111
2504,06/01/2016,3.042M,74.33,75.55,3.042M,-13.07%,,4.851,3.98%,5.221,2.422,NA,NA,-0.0111
3693,05/31/2016,4.585M,75.08,76.51,4.585M,-13.07%,,4.851,3.98%,5.221,2.422,NA,NA,-0.0111
3636,05/27/2016,2.203M,75.58,76.22,2.203M,-12.95%,,4.896,3.94%,5.267,2.445,NA,NA,-0.0112
3623,05/26/2016,2.287M,76.05,77.18,2.287M,-12.95%,,4.894,3.94%,5.264,2.444,NA,NA,-0.0112
3611,05/25/2016,3.400M,75.88,77.35,3.400M,-12.94%,,4.898,3.94%,5.268,2.445,NA,NA,-0.0112
3599,05/24/2016,3.621M,74.98,76.39,3.621M,-12.95%,,4.894,3.94%,5.265,2.444,NA,NA,-0.0112
3585,05/23/2016,3.334M,74.31,75.37,3.334M,-13.17%,,4.814,4.01%,5.185,2.404,NA,NA,-0.011
3544,05/20/2016,3.411M,74.6,75.43,3.411M,-13.15%,,4.82,4%,5.19,2.407,NA,NA,-0.011
3515,05/19/2016,3.964M,73.82,75,3.964M,-13.17%,,4.812,4.01%,5.183,2.403,NA,NA,-0.011
3500,05/18/2016,6.096M,74.31,75.89,6.096M,-13.18%,,4.81,4.01%,5.181,2.402,NA,NA,-0.011
3485,05/17/2016,5.319M,75.76,77.08,5.319M,-12.92%,,4.909,3.93%,5.279,2.451,NA,NA,-0.0112
3471,05/16/2016,4.468M,75.84,76.85,4.468M,-12.88%,,4.921,3.92%,5.291,2.457,NA,NA,-0.0113
3430,05/13/2016,3.690M,75.17,76.38,3.690M,-13.09%,,4.844,3.98%,5.215,2.419,NA,NA,-0.0111
3415,05/12/2016,3.639M,76.16,77.2,3.639M,-12.89%,,4.918,3.92%,5.288,2.455,NA,NA,-0.0113
3400,05/11/2016,4.523M,75.68,77.02,4.523M,-12.92%,,4.907,3.93%,5.277,2.45,NA,NA,-0.0112
3385,05/10/2016,4.696M,75.52,76.58,4.696M,-12.9%,,4.913,3.93%,5.284,2.453,NA,NA,-0.0113
3779,05/09/2016,3.936M,74.25,75.83,3.936M,-13.05%,,4.857,3.97%,5.228,2.425,NA,NA,-0.0111
